time,open,high,low,close,Volume,MA_30min,MA_4h,log_returns_%,Volatility_30min,Volume_USD
2024-12-04 15:05:00+01:00,95648.0,95648.0,95539.87,95587.99,49.39766,,,,,4721823.0301034
2024-12-04 15:06:00+01:00,95588.0,95664.0,95587.99,95642.01,13.42187,,,0.056497412996821296,,1283694.6247587
2024-12-04 15:07:00+01:00,95642.01,95724.0,95642.0,95704.02,16.69932,,,0.06481451658112362,,1598192.0552664
2024-12-04 15:08:00+01:00,95704.02,95722.12,95679.63,95680.0,8.77429,,,-0.02510136439408725,,839524.0672
2024-12-04 15:09:00+01:00,95680.01,95680.01,95568.01,95624.0,21.18305,,,-0.05854556266417206,,2025607.9732000001
2024-12-04 15:10:00+01:00,95624.0,95656.0,95532.9,95532.9,42.21382,,,-0.0953143798595834,,4032808.6446779994
2024-12-04 15:11:00+01:00,95532.9,95579.99,95520.0,95550.18,32.95396,,,0.01808637378787895,,3148756.8097128
2024-12-04 15:12:00+01:00,95550.19,95614.5,95550.19,95586.43,18.21798,,,0.03793098604670135,,1741391.6700114
2024-12-04 15:13:00+01:00,95586.42,95586.43,95508.03,95582.58,31.31699,,,-0.004027849493503973,,2993358.7020342
2024-12-04 15:14:00+01:00,95582.57,95582.58,95469.74,95507.98,37.30027,,,-0.07807816753460704,,3562473.4411545997
2024-12-04 15:15:00+01:00,95507.98,95531.07,95456.37,95523.82,23.96106,,,0.016583626429021336,,2288851.9824492
2024-12-04 15:16:00+01:00,95523.83,95586.09,95514.27,95586.08,15.16679,,,0.06515622916720369,,1449734.0022832002
2024-12-04 15:17:00+01:00,95586.09,95643.99,95576.39,95632.0,40.60296,,,0.048028932078738866,,3882942.2707200004
2024-12-04 15:18:00+01:00,95631.99,95632.0,95569.67,95572.84,35.64469,,,-0.06188128071218705,,3406664.2542195995
2024-12-04 15:19:00+01:00,95572.84,95633.71,95550.5,95633.71,18.27923,,,0.0636693691259888,,1748110.5808432999
2024-12-04 15:20:00+01:00,95633.71,95650.0,95588.19,95649.99,19.87203,,,0.017021837238937725,,1900759.4707797
2024-12-04 15:21:00+01:00,95649.99,95714.53,95639.22,95714.52,15.3487,,,0.06744197494709989,,1469093.453124
2024-12-04 15:22:00+01:00,95714.53,95714.53,95685.85,95714.21,15.36253,,,-0.00032388032872331205,,1470412.4225513001
2024-12-04 15:23:00+01:00,95714.21,95719.22,95692.87,95692.87,13.59995,,,-0.022298025849858735,,1301418.2473565
2024-12-04 15:24:00+01:00,95692.88,95777.77,95692.87,95777.53,30.26409,,,0.08843142910558777,,2898619.7878977
2024-12-04 15:25:00+01:00,95777.53,95791.7,95750.01,95759.37,18.88676,,,-0.01896240364589423,,1808584.2389411998
2024-12-04 15:26:00+01:00,95759.37,95780.0,95759.37,95780.0,7.42265,,,0.021541263375535663,,710941.417
2024-12-04 15:27:00+01:00,95780.0,95800.06,95777.77,95777.78,26.62243,,,-0.0023178385133668655,,2549837.2436054
2024-12-04 15:28:00+01:00,95777.77,95819.52,95755.06,95819.51,17.53604,,,0.043560115761383654,,1680294.7601404
2024-12-04 15:29:00+01:00,95819.52,95819.52,95780.67,95780.68,21.86242,,,-0.04053231944248353,,2093997.4540455998
2024-12-04 15:30:00+01:00,95780.68,95785.0,95738.02,95751.6,33.31714,,,-0.030365638860915804,,3190169.4624240003
2024-12-04 15:31:00+01:00,95751.6,95751.61,95693.05,95693.05,38.78345,,,-0.061166506168195973,,3711306.6200225004
2024-12-04 15:32:00+01:00,95693.05,96007.99,95693.05,95960.79,54.25539,,,0.2793997492294034,,5206390.0861581
2024-12-04 15:33:00+01:00,95960.78,96148.0,95960.78,96145.33,65.43948,,,0.19212303779115844,,6291700.399628401
2024-12-04 15:34:00+01:00,96145.32,96244.16,96145.32,96244.15,82.02599,95706.93066666667,,0.10272911875495118,,7894521.685458499
2024-12-04 15:35:00+01:00,96244.15,96351.98,96179.82,96351.9,59.67799,95732.39433333332,,0.11189223376263707,57.47134126501385,5750087.724681
2024-12-04 15:36:00+01:00,96351.9,96373.76,96276.54,96315.99,80.70845,95754.86033333333,,-0.037276580353696784,57.92378791733609,7773514.2631155
2024-12-04 15:37:00+01:00,96315.99,96316.0,96216.0,96233.89,35.54325,95772.52266666667,,-0.0852766098585355,59.36805963791042,3420465.2107425
2024-12-04 15:38:00+01:00,96233.89,96290.0,96229.24,96288.85,40.87461,95792.81766666665,,0.05709455567999849,59.27319208228306,3935769.1910985
2024-12-04 15:39:00+01:00,96288.85,96450.0,96270.09,96444.0,75.37998,95820.151,,0.16100009262948142,61.02129011931734,7269946.79112
2024-12-04 15:40:00+01:00,96444.0,96527.74,96412.69,96508.01,48.25129,95852.65466666667,,0.06634810629661499,58.78902181781566,4656635.977832899
